DateTimeIndex,Month,Year,Subsector,Sales
2017-05-01,May,2017,Building Material and Garden Equipment and Supplies Dealers,68874
2017-05-01,May,2017,Clothing and Clothing Accessories Stores,58097
2017-05-01,May,2017,Electronics and Appliance Stores,14312
2017-05-01,May,2017,Food and Beverage Retailers,175548
2017-05-01,May,2017,Food Services and Drinking Places,167293
2017-05-01,May,2017,Furniture and Home Furnishings Stores,38296
2017-05-01,May,2017,Gasoline Stations,41275
2017-05-01,May,2017,General Merchandise Stores,169950
2017-05-01,May,2017,Health and Personal Care Stores,50402
2017-05-01,May,2017,Miscellaneous Store Retailers,17484
2017-05-01,May,2017,Motor Vehicle and Parts Dealers,390552
2017-05-01,May,2017,Nonstore Retailers,94007
2017-05-01,May,2017,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12388
2017-05-01,May,2017,Unknown,2552437
2017-06-01,Jun,2017,Building Material and Garden Equipment and Supplies Dealers,65753
2017-06-01,Jun,2017,Clothing and Clothing Accessories Stores,54933
2017-06-01,Jun,2017,Electronics and Appliance Stores,14454
2017-06-01,Jun,2017,Food and Beverage Retailers,171021
2017-06-01,Jun,2017,Food Services and Drinking Places,164074
2017-06-01,Jun,2017,Furniture and Home Furnishings Stores,38112
2017-06-01,Jun,2017,Gasoline Stations,40481
2017-06-01,Jun,2017,General Merchandise Stores,170295
2017-06-01,Jun,2017,Health and Personal Care Stores,49202
2017-06-01,Jun,2017,Miscellaneous Store Retailers,16587
2017-06-01,Jun,2017,Motor Vehicle and Parts Dealers,378018
2017-06-01,Jun,2017,Nonstore Retailers,90962
2017-06-01,Jun,2017,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12707
2017-06-01,Jun,2017,Unknown,2487530
2017-07-01,Jul,2017,Building Material and Garden Equipment and Supplies Dealers,59776
2017-07-01,Jul,2017,Clothing and Clothing Accessories Stores,55200
2017-07-01,Jul,2017,Electronics and Appliance Stores,14146
2017-07-01,Jul,2017,Food and Beverage Retailers,174066
2017-07-01,Jul,2017,Food Services and Drinking Places,164242
2017-07-01,Jul,2017,Furniture and Home Furnishings Stores,37580
2017-07-01,Jul,2017,Gasoline Stations,40206
2017-07-01,Jul,2017,General Merchandise Stores,169182
2017-07-01,Jul,2017,Health and Personal Care Stores,47576
2017-07-01,Jul,2017,Miscellaneous Store Retailers,16560
2017-07-01,Jul,2017,Motor Vehicle and Parts Dealers,379218
2017-07-01,Jul,2017,Nonstore Retailers,88618
2017-07-01,Jul,2017,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12266
2017-07-01,Jul,2017,Unknown,2450774
2017-08-01,Aug,2017,Building Material and Garden Equipment and Supplies Dealers,60702
2017-08-01,Aug,2017,Clothing and Clothing Accessories Stores,59891
2017-08-01,Aug,2017,Electronics and Appliance Stores,14938
2017-08-01,Aug,2017,Food and Beverage Retailers,173574
2017-08-01,Aug,2017,Food Services and Drinking Places,163746
2017-08-01,Aug,2017,Furniture and Home Furnishings Stores,40125
2017-08-01,Aug,2017,Gasoline Stations,41635
2017-08-01,Aug,2017,General Merchandise Stores,173601
2017-08-01,Aug,2017,Health and Personal Care Stores,50421
2017-08-01,Aug,2017,Miscellaneous Store Retailers,17954
2017-08-01,Aug,2017,Motor Vehicle and Parts Dealers,389528
2017-08-01,Aug,2017,Nonstore Retailers,94437
2017-08-01,Aug,2017,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",14492
2017-08-01,Aug,2017,Unknown,2535849
2017-09-01,Sep,2017,Building Material and Garden Equipment and Supplies Dealers,58200
2017-09-01,Sep,2017,Clothing and Clothing Accessories Stores,52773
2017-09-01,Sep,2017,Electronics and Appliance Stores,14588
2017-09-01,Sep,2017,Food and Beverage Retailers,170423
2017-09-01,Sep,2017,Food Services and Drinking Places,157371
2017-09-01,Sep,2017,Furniture and Home Furnishings Stores,38622
2017-09-01,Sep,2017,Gasoline Stations,41686
2017-09-01,Sep,2017,General Merchandise Stores,163329
2017-09-01,Sep,2017,Health and Personal Care Stores,48478
2017-09-01,Sep,2017,Miscellaneous Store Retailers,16614
2017-09-01,Sep,2017,Motor Vehicle and Parts Dealers,372798
2017-09-01,Sep,2017,Nonstore Retailers,89275
2017-09-01,Sep,2017,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12613
2017-09-01,Sep,2017,Unknown,2421147
2017-10-01,Oct,2017,Building Material and Garden Equipment and Supplies Dealers,59566
2017-10-01,Oct,2017,Clothing and Clothing Accessories Stores,54524
2017-10-01,Oct,2017,Electronics and Appliance Stores,14336
2017-10-01,Oct,2017,Food and Beverage Retailers,171705
2017-10-01,Oct,2017,Food Services and Drinking Places,160410
2017-10-01,Oct,2017,Furniture and Home Furnishings Stores,38437
2017-10-01,Oct,2017,Gasoline Stations,41984
2017-10-01,Oct,2017,General Merchandise Stores,169068
2017-10-01,Oct,2017,Health and Personal Care Stores,51116
2017-10-01,Oct,2017,Miscellaneous Store Retailers,18041
2017-10-01,Oct,2017,Motor Vehicle and Parts Dealers,363474
2017-10-01,Oct,2017,Nonstore Retailers,94635
2017-10-01,Oct,2017,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11831
2017-10-01,Oct,2017,Unknown,2466305
2017-11-01,Nov,2017,Building Material and Garden Equipment and Supplies Dealers,58259
2017-11-01,Nov,2017,Clothing and Clothing Accessories Stores,65373
2017-11-01,Nov,2017,Electronics and Appliance Stores,19408
2017-11-01,Nov,2017,Food and Beverage Retailers,175175
2017-11-01,Nov,2017,Food Services and Drinking Places,154067
2017-11-01,Nov,2017,Furniture and Home Furnishings Stores,44828
2017-11-01,Nov,2017,Gasoline Stations,40276
2017-11-01,Nov,2017,General Merchandise Stores,191022
2017-11-01,Nov,2017,Health and Personal Care Stores,50033
2017-11-01,Nov,2017,Miscellaneous Store Retailers,17094
2017-11-01,Nov,2017,Motor Vehicle and Parts Dealers,354628
2017-11-01,Nov,2017,Nonstore Retailers,117658
2017-11-01,Nov,2017,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",14663
2017-11-01,Nov,2017,Unknown,2628643
2017-12-01,Dec,2017,Building Material and Garden Equipment and Supplies Dealers,53293
2017-12-01,Dec,2017,Clothing and Clothing Accessories Stores,88351
2017-12-01,Dec,2017,Electronics and Appliance Stores,22826
2017-12-01,Dec,2017,Food and Beverage Retailers,189618
2017-12-01,Dec,2017,Food Services and Drinking Places,170779
2017-12-01,Dec,2017,Furniture and Home Furnishings Stores,49678
2017-12-01,Dec,2017,Gasoline Stations,39989
2017-12-01,Dec,2017,General Merchandise Stores,235566
2017-12-01,Dec,2017,Health and Personal Care Stores,55235
2017-12-01,Dec,2017,Miscellaneous Store Retailers,19934
2017-12-01,Dec,2017,Motor Vehicle and Parts Dealers,376458
2017-12-01,Dec,2017,Nonstore Retailers,142794
2017-12-01,Dec,2017,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",20739
2017-12-01,Dec,2017,Unknown,2994975
2018-01-01,Jan,2018,Building Material and Garden Equipment and Supplies Dealers,47500
2018-01-01,Jan,2018,Clothing and Clothing Accessories Stores,41853
2018-01-01,Jan,2018,Electronics and Appliance Stores,14574
2018-01-01,Jan,2018,Food and Beverage Retailers,171560
2018-01-01,Jan,2018,Food Services and Drinking Places,152322
2018-01-01,Jan,2018,Furniture and Home Furnishings Stores,36171
2018-01-01,Jan,2018,Gasoline Stations,39013
2018-01-01,Jan,2018,General Merchandise Stores,151503
2018-01-01,Jan,2018,Health and Personal Care Stores,51238
2018-01-01,Jan,2018,Miscellaneous Store Retailers,15085
2018-01-01,Jan,2018,Motor Vehicle and Parts Dealers,330016
2018-01-01,Jan,2018,Nonstore Retailers,102131
2018-01-01,Jan,2018,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11098
2018-01-01,Jan,2018,Unknown,2304756
2018-02-01,Feb,2018,Building Material and Garden Equipment and Supplies Dealers,47093
2018-02-01,Feb,2018,Clothing and Clothing Accessories Stores,48252
2018-02-01,Feb,2018,Electronics and Appliance Stores,13940
2018-02-01,Feb,2018,Food and Beverage Retailers,159764
2018-02-01,Feb,2018,Food Services and Drinking Places,152034
2018-02-01,Feb,2018,Furniture and Home Furnishings Stores,35077
2018-02-01,Feb,2018,Gasoline Stations,36946
2018-02-01,Feb,2018,General Merchandise Stores,151977
2018-02-01,Feb,2018,Health and Personal Care Stores,47004
2018-02-01,Feb,2018,Miscellaneous Store Retailers,14766
2018-02-01,Feb,2018,Motor Vehicle and Parts Dealers,334688
2018-02-01,Feb,2018,Nonstore Retailers,93296
2018-02-01,Feb,2018,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",10525
2018-02-01,Feb,2018,Unknown,2252537
2018-03-01,Mar,2018,Building Material and Garden Equipment and Supplies Dealers,58989
2018-03-01,Mar,2018,Clothing and Clothing Accessories Stores,59021
2018-03-01,Mar,2018,Electronics and Appliance Stores,15154
2018-03-01,Mar,2018,Food and Beverage Retailers,180127
2018-03-01,Mar,2018,Food Services and Drinking Places,174282
2018-03-01,Mar,2018,Furniture and Home Furnishings Stores,40413
2018-03-01,Mar,2018,Gasoline Stations,42276
2018-03-01,Mar,2018,General Merchandise Stores,176838
2018-03-01,Mar,2018,Health and Personal Care Stores,51817
2018-03-01,Mar,2018,Miscellaneous Store Retailers,16527
2018-03-01,Mar,2018,Motor Vehicle and Parts Dealers,408294
2018-03-01,Mar,2018,Nonstore Retailers,104579
2018-03-01,Mar,2018,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",13161
2018-03-01,Mar,2018,Unknown,2618434
2018-04-01,Apr,2018,Building Material and Garden Equipment and Supplies Dealers,63105
2018-04-01,Apr,2018,Clothing and Clothing Accessories Stores,54302
2018-04-01,Apr,2018,Electronics and Appliance Stores,13666
2018-04-01,Apr,2018,Food and Beverage Retailers,168183
2018-04-01,Apr,2018,Food Services and Drinking Places,164805
2018-04-01,Apr,2018,Furniture and Home Furnishings Stores,37048
2018-04-01,Apr,2018,Gasoline Stations,42681
2018-04-01,Apr,2018,General Merchandise Stores,161169
2018-04-01,Apr,2018,Health and Personal Care Stores,49683
2018-04-01,Apr,2018,Miscellaneous Store Retailers,15955
2018-04-01,Apr,2018,Motor Vehicle and Parts Dealers,367340
2018-04-01,Apr,2018,Nonstore Retailers,100374
2018-04-01,Apr,2018,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11786
2018-04-01,Apr,2018,Unknown,2477737
2018-05-01,May,2018,Building Material and Garden Equipment and Supplies Dealers,74505
2018-05-01,May,2018,Clothing and Clothing Accessories Stores,62582
2018-05-01,May,2018,Electronics and Appliance Stores,14798
2018-05-01,May,2018,Food and Beverage Retailers,182009
2018-05-01,May,2018,Food Services and Drinking Places,176045
2018-05-01,May,2018,Furniture and Home Furnishings Stores,40079
2018-05-01,May,2018,Gasoline Stations,47575
2018-05-01,May,2018,General Merchandise Stores,180747
2018-05-01,May,2018,Health and Personal Care Stores,53032
2018-05-01,May,2018,Miscellaneous Store Retailers,18634
2018-05-01,May,2018,Motor Vehicle and Parts Dealers,403558
2018-05-01,May,2018,Nonstore Retailers,106299
2018-05-01,May,2018,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12632
2018-05-01,May,2018,Unknown,2729862
2018-06-01,Jun,2018,Building Material and Garden Equipment and Supplies Dealers,69571
2018-06-01,Jun,2018,Clothing and Clothing Accessories Stores,56733
2018-06-01,Jun,2018,Electronics and Appliance Stores,15010
2018-06-01,Jun,2018,Food and Beverage Retailers,176827
2018-06-01,Jun,2018,Food Services and Drinking Places,175997
2018-06-01,Jun,2018,Furniture and Home Furnishings Stores,39422
2018-06-01,Jun,2018,Gasoline Stations,46894
2018-06-01,Jun,2018,General Merchandise Stores,173991
2018-06-01,Jun,2018,Health and Personal Care Stores,50246
2018-06-01,Jun,2018,Miscellaneous Store Retailers,17423
2018-06-01,Jun,2018,Motor Vehicle and Parts Dealers,386556
2018-06-01,Jun,2018,Nonstore Retailers,99074
2018-06-01,Jun,2018,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12715
2018-06-01,Jun,2018,Unknown,2614503
2018-07-01,Jul,2018,Building Material and Garden Equipment and Supplies Dealers,66642
2018-07-01,Jul,2018,Clothing and Clothing Accessories Stores,57762
2018-07-01,Jul,2018,Electronics and Appliance Stores,14772
2018-07-01,Jul,2018,Food and Beverage Retailers,178771
2018-07-01,Jul,2018,Food Services and Drinking Places,176396
2018-07-01,Jul,2018,Furniture and Home Furnishings Stores,39447
2018-07-01,Jul,2018,Gasoline Stations,47240
2018-07-01,Jul,2018,General Merchandise Stores,171891
2018-07-01,Jul,2018,Health and Personal Care Stores,50285
2018-07-01,Jul,2018,Miscellaneous Store Retailers,17056
2018-07-01,Jul,2018,Motor Vehicle and Parts Dealers,384446
2018-07-01,Jul,2018,Nonstore Retailers,102572
2018-07-01,Jul,2018,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11797
2018-07-01,Jul,2018,Unknown,2604267
2018-08-01,Aug,2018,Building Material and Garden Equipment and Supplies Dealers,64616
2018-08-01,Aug,2018,Clothing and Clothing Accessories Stores,61115
2018-08-01,Aug,2018,Electronics and Appliance Stores,15742
2018-08-01,Aug,2018,Food and Beverage Retailers,179477
2018-08-01,Aug,2018,Food Services and Drinking Places,177850
2018-08-01,Aug,2018,Furniture and Home Furnishings Stores,41579
2018-08-01,Aug,2018,Gasoline Stations,48035
2018-08-01,Aug,2018,General Merchandise Stores,179817
2018-08-01,Aug,2018,Health and Personal Care Stores,52852
2018-08-01,Aug,2018,Miscellaneous Store Retailers,18604
2018-08-01,Aug,2018,Motor Vehicle and Parts Dealers,402332
2018-08-01,Aug,2018,Nonstore Retailers,106332
2018-08-01,Aug,2018,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",13648
2018-08-01,Aug,2018,Unknown,2686921
2018-09-01,Sep,2018,Building Material and Garden Equipment and Supplies Dealers,58930
2018-09-01,Sep,2018,Clothing and Clothing Accessories Stores,52793
2018-09-01,Sep,2018,Electronics and Appliance Stores,14584
2018-09-01,Sep,2018,Food and Beverage Retailers,172830
2018-09-01,Sep,2018,Food Services and Drinking Places,162947
2018-09-01,Sep,2018,Furniture and Home Furnishings Stores,38824
2018-09-01,Sep,2018,Gasoline Stations,44599
2018-09-01,Sep,2018,General Merchandise Stores,164217
2018-09-01,Sep,2018,Health and Personal Care Stores,48993
2018-09-01,Sep,2018,Miscellaneous Store Retailers,16571
2018-09-01,Sep,2018,Motor Vehicle and Parts Dealers,356988
2018-09-01,Sep,2018,Nonstore Retailers,98687
2018-09-01,Sep,2018,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11210
2018-09-01,Sep,2018,Unknown,2467483
2018-10-01,Oct,2018,Building Material and Garden Equipment and Supplies Dealers,64912
2018-10-01,Oct,2018,Clothing and Clothing Accessories Stores,56761
2018-10-01,Oct,2018,Electronics and Appliance Stores,14710
2018-10-01,Oct,2018,Food and Beverage Retailers,176620
2018-10-01,Oct,2018,Food Services and Drinking Places,167516
2018-10-01,Oct,2018,Furniture and Home Furnishings Stores,39703
2018-10-01,Oct,2018,Gasoline Stations,47237
2018-10-01,Oct,2018,General Merchandise Stores,172794
2018-10-01,Oct,2018,Health and Personal Care Stores,54065
2018-10-01,Oct,2018,Miscellaneous Store Retailers,19192
2018-10-01,Oct,2018,Motor Vehicle and Parts Dealers,368794
2018-10-01,Oct,2018,Nonstore Retailers,110599
2018-10-01,Oct,2018,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11093
2018-10-01,Oct,2018,Unknown,2613228
2018-11-01,Nov,2018,Building Material and Garden Equipment and Supplies Dealers,59868
2018-11-01,Nov,2018,Clothing and Clothing Accessories Stores,68007
2018-11-01,Nov,2018,Electronics and Appliance Stores,19186
2018-11-01,Nov,2018,Food and Beverage Retailers,179780
2018-11-01,Nov,2018,Food Services and Drinking Places,160973
2018-11-01,Nov,2018,Furniture and Home Furnishings Stores,45127
2018-11-01,Nov,2018,Gasoline Stations,42135
2018-11-01,Nov,2018,General Merchandise Stores,201399
2018-11-01,Nov,2018,Health and Personal Care Stores,52547
2018-11-01,Nov,2018,Miscellaneous Store Retailers,17470
2018-11-01,Nov,2018,Motor Vehicle and Parts Dealers,356294
2018-11-01,Nov,2018,Nonstore Retailers,132344
2018-11-01,Nov,2018,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",13561
2018-11-01,Nov,2018,Unknown,2747932
2018-12-01,Dec,2018,Building Material and Garden Equipment and Supplies Dealers,54872
2018-12-01,Dec,2018,Clothing and Clothing Accessories Stores,88845
2018-12-01,Dec,2018,Electronics and Appliance Stores,22074
2018-12-01,Dec,2018,Food and Beverage Retailers,190572
2018-12-01,Dec,2018,Food Services and Drinking Places,173170
2018-12-01,Dec,2018,Furniture and Home Furnishings Stores,48338
2018-12-01,Dec,2018,Gasoline Stations,38290
2018-12-01,Dec,2018,General Merchandise Stores,234921
2018-12-01,Dec,2018,Health and Personal Care Stores,55650
2018-12-01,Dec,2018,Miscellaneous Store Retailers,18876
2018-12-01,Dec,2018,Motor Vehicle and Parts Dealers,381946
2018-12-01,Dec,2018,Nonstore Retailers,139935
2018-12-01,Dec,2018,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",17476
2018-12-01,Dec,2018,Unknown,2980530
2019-01-01,Jan,2019,Building Material and Garden Equipment and Supplies Dealers,53305
2019-01-01,Jan,2019,Clothing and Clothing Accessories Stores,43036
2019-01-01,Jan,2019,Electronics and Appliance Stores,14394
2019-01-01,Jan,2019,Food and Beverage Retailers,179468
2019-01-01,Jan,2019,Food Services and Drinking Places,156659
2019-01-01,Jan,2019,Furniture and Home Furnishings Stores,36003
2019-01-01,Jan,2019,Gasoline Stations,36539
2019-01-01,Jan,2019,General Merchandise Stores,154911
2019-01-01,Jan,2019,Health and Personal Care Stores,52988
2019-01-01,Jan,2019,Miscellaneous Store Retailers,14521
2019-01-01,Jan,2019,Motor Vehicle and Parts Dealers,329164
2019-01-01,Jan,2019,Nonstore Retailers,110466
2019-01-01,Jan,2019,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",10475
2019-01-01,Jan,2019,Unknown,2376754
2019-02-01,Feb,2019,Building Material and Garden Equipment and Supplies Dealers,48094
2019-02-01,Feb,2019,Clothing and Clothing Accessories Stores,47097
2019-02-01,Feb,2019,Electronics and Appliance Stores,13198
2019-02-01,Feb,2019,Food and Beverage Retailers,161813
2019-02-01,Feb,2019,Food Services and Drinking Places,156296
2019-02-01,Feb,2019,Furniture and Home Furnishings Stores,34687
2019-02-01,Feb,2019,Gasoline Stations,35613
2019-02-01,Feb,2019,General Merchandise Stores,151506
2019-02-01,Feb,2019,Health and Personal Care Stores,49324
2019-02-01,Feb,2019,Miscellaneous Store Retailers,14091
2019-02-01,Feb,2019,Motor Vehicle and Parts Dealers,335628
2019-02-01,Feb,2019,Nonstore Retailers,102454
2019-02-01,Feb,2019,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",9701
2019-02-01,Feb,2019,Unknown,2286874
2019-03-01,Mar,2019,Building Material and Garden Equipment and Supplies Dealers,59424
2019-03-01,Mar,2019,Clothing and Clothing Accessories Stores,58709
2019-03-01,Mar,2019,Electronics and Appliance Stores,14458
2019-03-01,Mar,2019,Food and Beverage Retailers,180621
2019-03-01,Mar,2019,Food Services and Drinking Places,181927
2019-03-01,Mar,2019,Furniture and Home Furnishings Stores,39771
2019-03-01,Mar,2019,Gasoline Stations,42184
2019-03-01,Mar,2019,General Merchandise Stores,176139
2019-03-01,Mar,2019,Health and Personal Care Stores,52604
2019-03-01,Mar,2019,Miscellaneous Store Retailers,15771
2019-03-01,Mar,2019,Motor Vehicle and Parts Dealers,411614
2019-03-01,Mar,2019,Nonstore Retailers,109809
2019-03-01,Mar,2019,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11805
2019-03-01,Mar,2019,Unknown,2637604
2019-04-01,Apr,2019,Building Material and Garden Equipment and Supplies Dealers,67050
2019-04-01,Apr,2019,Clothing and Clothing Accessories Stores,57216
2019-04-01,Apr,2019,Electronics and Appliance Stores,13064
2019-04-01,Apr,2019,Food and Beverage Retailers,177025
2019-04-01,Apr,2019,Food Services and Drinking Places,174195
2019-04-01,Apr,2019,Furniture and Home Furnishings Stores,37711
2019-04-01,Apr,2019,Gasoline Stations,44390
2019-04-01,Apr,2019,General Merchandise Stores,170610
2019-04-01,Apr,2019,Health and Personal Care Stores,52418
2019-04-01,Apr,2019,Miscellaneous Store Retailers,16322
2019-04-01,Apr,2019,Motor Vehicle and Parts Dealers,383028
2019-04-01,Apr,2019,Nonstore Retailers,111370
2019-04-01,Apr,2019,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11623
2019-04-01,Apr,2019,Unknown,2613231
2019-05-01,May,2019,Building Material and Garden Equipment and Supplies Dealers,73734
2019-05-01,May,2019,Clothing and Clothing Accessories Stores,61211
2019-05-01,May,2019,Electronics and Appliance Stores,14322
2019-05-01,May,2019,Food and Beverage Retailers,188624
2019-05-01,May,2019,Food Services and Drinking Places,186482
2019-05-01,May,2019,Furniture and Home Furnishings Stores,40673
2019-05-01,May,2019,Gasoline Stations,47508
2019-05-01,May,2019,General Merchandise Stores,182700
2019-05-01,May,2019,Health and Personal Care Stores,54362
2019-05-01,May,2019,Miscellaneous Store Retailers,18714
2019-05-01,May,2019,Motor Vehicle and Parts Dealers,414218
2019-05-01,May,2019,Nonstore Retailers,118695
2019-05-01,May,2019,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12158
2019-05-01,May,2019,Unknown,2804184
2019-06-01,Jun,2019,Building Material and Garden Equipment and Supplies Dealers,66755
2019-06-01,Jun,2019,Clothing and Clothing Accessories Stores,56388
2019-06-01,Jun,2019,Electronics and Appliance Stores,14052
2019-06-01,Jun,2019,Food and Beverage Retailers,182702
2019-06-01,Jun,2019,Food Services and Drinking Places,183475
2019-06-01,Jun,2019,Furniture and Home Furnishings Stores,38605
2019-06-01,Jun,2019,Gasoline Stations,44983
2019-06-01,Jun,2019,General Merchandise Stores,176646
2019-06-01,Jun,2019,Health and Personal Care Stores,50589
2019-06-01,Jun,2019,Miscellaneous Store Retailers,17222
2019-06-01,Jun,2019,Motor Vehicle and Parts Dealers,387080
2019-06-01,Jun,2019,Nonstore Retailers,110484
2019-06-01,Jun,2019,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12494
2019-06-01,Jun,2019,Unknown,2655803
2019-07-01,Jul,2019,Building Material and Garden Equipment and Supplies Dealers,67585
2019-07-01,Jul,2019,Clothing and Clothing Accessories Stores,57785
2019-07-01,Jul,2019,Electronics and Appliance Stores,14426
2019-07-01,Jul,2019,Food and Beverage Retailers,188006
2019-07-01,Jul,2019,Food Services and Drinking Places,184530
2019-07-01,Jul,2019,Furniture and Home Furnishings Stores,40322
2019-07-01,Jul,2019,Gasoline Stations,46492
2019-07-01,Jul,2019,General Merchandise Stores,176757
2019-07-01,Jul,2019,Health and Personal Care Stores,51862
2019-07-01,Jul,2019,Miscellaneous Store Retailers,17773
2019-07-01,Jul,2019,Motor Vehicle and Parts Dealers,404848
2019-07-01,Jul,2019,Nonstore Retailers,117601
2019-07-01,Jul,2019,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12413
2019-07-01,Jul,2019,Unknown,2721885
2019-08-01,Aug,2019,Building Material and Garden Equipment and Supplies Dealers,65221
2019-08-01,Aug,2019,Clothing and Clothing Accessories Stores,62903
2019-08-01,Aug,2019,Electronics and Appliance Stores,15112
2019-08-01,Aug,2019,Food and Beverage Retailers,189265
2019-08-01,Aug,2019,Food Services and Drinking Places,188137
2019-08-01,Aug,2019,Furniture and Home Furnishings Stores,42050
2019-08-01,Aug,2019,Gasoline Stations,46068
2019-08-01,Aug,2019,General Merchandise Stores,185646
2019-08-01,Aug,2019,Health and Personal Care Stores,52382
2019-08-01,Aug,2019,Miscellaneous Store Retailers,18756
2019-08-01,Aug,2019,Motor Vehicle and Parts Dealers,426178
2019-08-01,Aug,2019,Nonstore Retailers,117092
2019-08-01,Aug,2019,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",14213
2019-08-01,Aug,2019,Unknown,2789743
2019-09-01,Sep,2019,Building Material and Garden Equipment and Supplies Dealers,60202
2019-09-01,Sep,2019,Clothing and Clothing Accessories Stores,51981
2019-09-01,Sep,2019,Electronics and Appliance Stores,14304
2019-09-01,Sep,2019,Food and Beverage Retailers,176278
2019-09-01,Sep,2019,Food Services and Drinking Places,172818
2019-09-01,Sep,2019,Furniture and Home Furnishings Stores,39798
2019-09-01,Sep,2019,Gasoline Stations,42845
2019-09-01,Sep,2019,General Merchandise Stores,163845
2019-09-01,Sep,2019,Health and Personal Care Stores,49951
2019-09-01,Sep,2019,Miscellaneous Store Retailers,16804
2019-09-01,Sep,2019,Motor Vehicle and Parts Dealers,369572
2019-09-01,Sep,2019,Nonstore Retailers,111402
2019-09-01,Sep,2019,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11708
2019-09-01,Sep,2019,Unknown,2541575
2019-10-01,Oct,2019,Building Material and Garden Equipment and Supplies Dealers,65142
2019-10-01,Oct,2019,Clothing and Clothing Accessories Stores,57329
2019-10-01,Oct,2019,Electronics and Appliance Stores,14232
2019-10-01,Oct,2019,Food and Beverage Retailers,182936
2019-10-01,Oct,2019,Food Services and Drinking Places,179292
2019-10-01,Oct,2019,Furniture and Home Furnishings Stores,40376
2019-10-01,Oct,2019,Gasoline Stations,44422
2019-10-01,Oct,2019,General Merchandise Stores,175884
2019-10-01,Oct,2019,Health and Personal Care Stores,54554
2019-10-01,Oct,2019,Miscellaneous Store Retailers,19336
2019-10-01,Oct,2019,Motor Vehicle and Parts Dealers,384366
2019-10-01,Oct,2019,Nonstore Retailers,124197
2019-10-01,Oct,2019,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11860
2019-10-01,Oct,2019,Unknown,2703536
2019-11-01,Nov,2019,Building Material and Garden Equipment and Supplies Dealers,59310
2019-11-01,Nov,2019,Clothing and Clothing Accessories Stores,67474
2019-11-01,Nov,2019,Electronics and Appliance Stores,18522
2019-11-01,Nov,2019,Food and Beverage Retailers,186791
2019-11-01,Nov,2019,Food Services and Drinking Places,174048
2019-11-01,Nov,2019,Furniture and Home Furnishings Stores,45385
2019-11-01,Nov,2019,Gasoline Stations,41473
2019-11-01,Nov,2019,General Merchandise Stores,199827
2019-11-01,Nov,2019,Health and Personal Care Stores,50790
2019-11-01,Nov,2019,Miscellaneous Store Retailers,17612
2019-11-01,Nov,2019,Motor Vehicle and Parts Dealers,375498
2019-11-01,Nov,2019,Nonstore Retailers,136845
2019-11-01,Nov,2019,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",13737
2019-11-01,Nov,2019,Unknown,2797651
2019-12-01,Dec,2019,Building Material and Garden Equipment and Supplies Dealers,56758
2019-12-01,Dec,2019,Clothing and Clothing Accessories Stores,91811
2019-12-01,Dec,2019,Electronics and Appliance Stores,21784
2019-12-01,Dec,2019,Food and Beverage Retailers,194752
2019-12-01,Dec,2019,Food Services and Drinking Places,184085
2019-12-01,Dec,2019,Furniture and Home Furnishings Stores,48100
2019-12-01,Dec,2019,Gasoline Stations,40991
2019-12-01,Dec,2019,General Merchandise Stores,234930
2019-12-01,Dec,2019,Health and Personal Care Stores,56843
2019-12-01,Dec,2019,Miscellaneous Store Retailers,19452
2019-12-01,Dec,2019,Motor Vehicle and Parts Dealers,385392
2019-12-01,Dec,2019,Nonstore Retailers,172311
2019-12-01,Dec,2019,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",18134
2019-12-01,Dec,2019,Unknown,3141805
2020-01-01,Jan,2020,Building Material and Garden Equipment and Supplies Dealers,53634
2020-01-01,Jan,2020,Clothing and Clothing Accessories Stores,44513
